id,date,input,output
43,2018,"In 2018, Íñigo Méndez de Vigo holds the position of <extra_id_0>.",<extra_id_0> Spokesperson of the Government of Spain <extra_id_1>
44,2018,"In 2018, <extra_id_0> is the head of the government of Sudan.",<extra_id_0> Bakri Hassan Saleh <extra_id_1>
45,2018,"In 2018, Louis Bontes is a member of the <extra_id_0>.",<extra_id_0> VoorNederland <extra_id_1>
46,2018,"In 2018, Kathryn Mann works for <extra_id_0>.",<extra_id_0> Brown University <extra_id_1>
47,2018,"In 2018, Caroline McMillen works for <extra_id_0>.",<extra_id_0> University of Newcastle <extra_id_1>
48,2018,"In 2018, Sabine Carey works for <extra_id_0>.",<extra_id_0> University of Mannheim <extra_id_1>
49,2018,"In 2018, Tabaré Vázquez holds the position of <extra_id_0>.",<extra_id_0> President of Uruguay <extra_id_1>
50,2018,"In 2018, Carson Palmer plays for <extra_id_0>.",<extra_id_0> Arizona Cardinals <extra_id_1>
51,2018,"In 2018, <extra_id_0> is the head coach of FC Chita.",<extra_id_0> Ilya Makiyenko <extra_id_1>
52,2018,"In 2018, <extra_id_0> is the head coach of Hamburger SV.",<extra_id_0> Hannes Wolf <extra_id_1>
53,2018,"In 2018, Hatem Ben Arfa plays for <extra_id_0>.",<extra_id_0> OGC Nice <extra_id_1>
54,2018,"In 2018, <extra_id_0> is the chair of University of Waterloo.",<extra_id_0> Feridun Hamdullahpur <extra_id_1>
55,2018,"In 2018, <extra_id_0> is the head coach of FC Orsha.",<extra_id_0> Sergey Vekhtev <extra_id_1>
56,2018,"In 2018, <extra_id_0> is the head coach of SC Freiburg.",<extra_id_0> Christian Streich <extra_id_1>
57,2018,"In 2018, <extra_id_0> is the head coach of A.C. Pisa 1909.",<extra_id_0> Luca D'Angelo <extra_id_1>
58,2018,"In 2018, <extra_id_0> is the head coach of Armenia national football team.",<extra_id_0> Artur Petrosyan <extra_id_1>
59,2018,"In 2018, <extra_id_0> is the chair of Association for Computing Machinery.",<extra_id_0> Vicki Lynne Hanson <extra_id_1>
60,2018,"In 2018, John Dew holds the position of <extra_id_0>.",<extra_id_0> cardinal <extra_id_1>
61,2018,"In 2018, Sarath Fonseka is a member of the <extra_id_0>.",<extra_id_0> United National Front for Good Governance <extra_id_1>
62,2018,"In 2018, Philippe Verdier works for <extra_id_0>.",<extra_id_0> RT France <extra_id_1>
63,2018,"In 2018, Mark Cavendish plays for <extra_id_0>.",<extra_id_0> NTT Pro Cycling Team <extra_id_1>
64,2018,"In 2018, <extra_id_0> is the head coach of Israel Start-Up Nation.",<extra_id_0> Mario Chiesa <extra_id_1>
65,2018,"In 2018, <extra_id_0> is the chair of Ministry of Internal Affairs of Ukraine.",<extra_id_0> Arsen Avakov <extra_id_1>
66,2018,"In 2018, Jeppe Kofod holds the position of <extra_id_0>.",<extra_id_0> member of the European Parliament <extra_id_1>
67,2018,"In 2018, Michel Temer holds the position of <extra_id_0>.",<extra_id_0> President of Brazil <extra_id_1>
68,2018,"In 2018, Wonpil Im works for <extra_id_0>.",<extra_id_0> Lehigh University <extra_id_1>
69,2018,"In 2018, <extra_id_0> is the head coach of St Johnstone F.C..",<extra_id_0> Tommy Wright <extra_id_1>
70,2018,"In 2018, Fraser Forster plays for <extra_id_0>.",<extra_id_0> Southampton F.C. <extra_id_1>
71,2018,"In 2018, <extra_id_0> is the chair of The CW.",<extra_id_0> Mark Pedowitz <extra_id_1>
72,2018,"In 2018, Anna J. Phillips works for <extra_id_0>.",<extra_id_0> National Museum of Natural History <extra_id_1>
73,2018,"In 2018, Antonio Valencia plays for <extra_id_0>.",<extra_id_0> Real Madrid CF <extra_id_1>
74,2018,"In 2018, Daniel Constantin is a member of the <extra_id_0>.",<extra_id_0> PRO Romania Social Liberal <extra_id_1>
75,2018,"In 2018, Alberto Abadie works for <extra_id_0>.",<extra_id_0> Massachusetts Institute of Technology <extra_id_1>
76,2018,"In 2018, Susan B. Sinnott works for <extra_id_0>.",<extra_id_0> Pennsylvania State University <extra_id_1>
77,2018,"In 2018, Douglas Crockford works for <extra_id_0>.",<extra_id_0> PayPal <extra_id_1>
78,2018,"In 2018, <extra_id_0> is the head of the government of Pennsylvania.",<extra_id_0> Tom Wolf <extra_id_1>
79,2018,"In 2018, <extra_id_0> is the head coach of Poland national association football team.",<extra_id_0> Adam Nawałka <extra_id_1>
80,2018,"In 2018, <extra_id_0> is the head of the government of Sardinia.",<extra_id_0> Francesco Pigliaru <extra_id_1>
81,2018,"In 2018, Federico Macheda plays for <extra_id_0>.",<extra_id_0> Nottingham Forest F.C. <extra_id_1>
82,2018,"In 2018, <extra_id_0> is the head of the government of Florence.",<extra_id_0> Dario Nardella <extra_id_1>
83,2018,"In 2018, <extra_id_0> is the head of the government of Wassenaar.",<extra_id_0> Charlie Aptroot <extra_id_1>
84,2018,"In 2018, Apryl A. Alexander works for <extra_id_0>.",<extra_id_0> University of Denver <extra_id_1>
85,2018,"In 2018, Johann-Dietrich Wörner holds the position of <extra_id_0>.",<extra_id_0> chief executive officer <extra_id_1>
86,2018,"In 2018, <extra_id_0> is the head of the government of Budapest District I.",<extra_id_0> Gábor Tamás Nagy <extra_id_1>
87,2018,"In 2018, Shavkat Mirziyoyev holds the position of <extra_id_0>.",<extra_id_0> President of Uzbekistan <extra_id_1>
88,2018,"In 2018, Regina E. Dugan works for <extra_id_0>.","<extra_id_0> Facebook, Inc. <extra_id_1>"
89,2018,"In 2018, Íñigo Errejón is a member of the <extra_id_0>.",<extra_id_0> Podemos <extra_id_1>
90,2018,"In 2018, Bastian Schweinsteiger plays for <extra_id_0>.",<extra_id_0> Chicago Fire FC <extra_id_1>
91,2018,"In 2018, Tom MacArthur holds the position of <extra_id_0>.",<extra_id_0> United States representative <extra_id_1>
92,2018,"In 2018, Fratelli Fabbri Editori is owned by <extra_id_0>.",<extra_id_0> Arnoldo Mondadori Editore <extra_id_1>
93,2018,"In 2018, Karen Handel holds the position of <extra_id_0>.",<extra_id_0> United States representative <extra_id_1>
94,2018,"In 2018, South China Morning Post is owned by <extra_id_0>.",<extra_id_0> Alibaba Group <extra_id_1>
95,2018,"In 2018, George Boyd plays for <extra_id_0>.",<extra_id_0> Burnley F.C. <extra_id_1>
96,2018,"In 2018, Dennis Hood is a member of the <extra_id_0>.",<extra_id_0> Liberal Party of Australia <extra_id_1>
97,2018,"In 2018, Nelson Valdez plays for <extra_id_0>.",<extra_id_0> Seattle Sounders FC <extra_id_1>
98,2018,"In 2018, <extra_id_0> is the head coach of Ivory Coast national football team.",<extra_id_0> Ibrahim Kamara <extra_id_1>
99,2018,"In 2018, Sud de France Arena is owned by <extra_id_0>.",<extra_id_0> Occitania <extra_id_1>
100,2018,"In 2018, <extra_id_0> is the head coach of FK Olimpik.",<extra_id_0> Dragan Radović <extra_id_1>
101,2018,"In 2018, Michail Michailowitsch Kapranow works for <extra_id_0>.",<extra_id_0> Institute for the Physics and Mathematics of the Universe <extra_id_1>
102,2018,"In 2018, <extra_id_0> is the head coach of Ermis Aradippou FC.",<extra_id_0> Kostas Kaiafas <extra_id_1>
103,2018,"In 2018, <extra_id_0> is the head coach of FC Illichivets Mariupol.",<extra_id_0> Oleksandr Babych <extra_id_1>
104,2018,"In 2018, <extra_id_0> is the head coach of Derby County F.C..",<extra_id_0> Frank Lampard <extra_id_1>
105,2018,"In 2018, Yvan Benedetti is a member of the <extra_id_0>.",<extra_id_0> French nationalist party <extra_id_1>
106,2018,"In 2018, Paul McGowan plays for <extra_id_0>.",<extra_id_0> Dundee F.C. <extra_id_1>
107,2018,"In 2018, Kushboo is a member of the <extra_id_0>.",<extra_id_0> Indian National Congress <extra_id_1>
108,2018,"In 2018, Kelly Loeffler holds the position of <extra_id_0>.",<extra_id_0> chief executive officer <extra_id_1>
109,2018,"In 2018, <extra_id_0> is the head coach of Gazprom–RusVelo.",<extra_id_0> Alexander Serov <extra_id_1>
110,2018,"In 2018, Cat Hope works for <extra_id_0>.",<extra_id_0> Monash University <extra_id_1>
111,2018,"In 2018, <extra_id_0> is the chair of Democratic National Committee.",<extra_id_0> Thomas Perez <extra_id_1>
112,2018,"In 2018, <extra_id_0> is the head coach of Real Sociedad.",<extra_id_0> Imanol Alguacil <extra_id_1>
113,2018,"In 2018, <extra_id_0> is the head of the government of Poland.",<extra_id_0> Mateusz Morawiecki <extra_id_1>
114,2018,"In 2018, Tan Chuan-Jin holds the position of <extra_id_0>.",<extra_id_0> list of Speakers of the Parliament of Singapore <extra_id_1>
115,2018,"In 2018, Gabriela Pazmiño is a member of the <extra_id_0>.",<extra_id_0> Fuerza Ecuador <extra_id_1>
116,2018,"In 2018, Gabriela Pazmiño works for <extra_id_0>.",<extra_id_0> Ecuavisa <extra_id_1>
117,2018,"In 2018, Sally M. Foster works for <extra_id_0>.",<extra_id_0> University of Stirling <extra_id_1>
118,2018,"In 2018, <extra_id_0> is the head of the government of São Paulo.",<extra_id_0> João Doria Júnior <extra_id_1>
119,2018,"In 2018, <extra_id_0> is the head of the government of São Paulo.",<extra_id_0> Geraldo Alckmin <extra_id_1>
120,2018,"In 2018, Javier Hernández plays for <extra_id_0>.",<extra_id_0> West Ham United F.C. <extra_id_1>
121,2018,"In 2018, <extra_id_0> is the head of the government of Odessa Oblast.",<extra_id_0> Maksym Stepanov <extra_id_1>
122,2018,"In 2018, <extra_id_0> is the head of the government of Saarbrücken.",<extra_id_0> Charlotte Britz <extra_id_1>
123,2018,"In 2018, <extra_id_0> is the head of the government of Guernsey.",<extra_id_0> Gavin St Pier <extra_id_1>
124,2018,"In 2018, Ismaïl Aissati plays for <extra_id_0>.",<extra_id_0> FC Akhmat Grozny <extra_id_1>
125,2018,"In 2018, <extra_id_0> is the head coach of FC Lida.",<extra_id_0> Sergey Solodovnikov <extra_id_1>
126,2018,"In 2018, Jose Manuel Sabucedo works for <extra_id_0>.",<extra_id_0> University of Santiago de Compostela <extra_id_1>
127,2018,"In 2018, Lee Hyun-joo attended <extra_id_0>.",<extra_id_0> Sungshin Women's University <extra_id_1>
128,2018,"In 2018, John Galliano works for <extra_id_0>.",<extra_id_0> Maison Martin Margiela <extra_id_1>
129,2018,"In 2018, Tom Cleverley plays for <extra_id_0>.",<extra_id_0> Everton F.C. <extra_id_1>
130,2018,"In 2018, Helen McEntee holds the position of <extra_id_0>.",<extra_id_0> Teachta Dála <extra_id_1>
131,2018,"In 2018, Margaret Ferguson works for <extra_id_0>.",<extra_id_0> Indianapolis Business Journal <extra_id_1>
132,2018,"In 2018, Bojan Krkić plays for <extra_id_0>.",<extra_id_0> Stoke City F.C. <extra_id_1>
133,2018,"In 2018, <extra_id_0> is the head of the government of Bulgaria.",<extra_id_0> Boyko Borisov <extra_id_1>
134,2018,"In 2018, Patricia Scotland, Baroness Scotland of Asthal holds the position of <extra_id_0>.",<extra_id_0> Commonwealth Secretary-General <extra_id_1>
135,2018,"In 2018, James Howard works for <extra_id_0>.",<extra_id_0> Johns Hopkins University Applied Physics Laboratory <extra_id_1>
136,2018,"In 2018, <extra_id_0> is the head of the government of Andorra.",<extra_id_0> Antoni Martí <extra_id_1>
137,2018,"In 2018, Sebastian Kurz holds the position of <extra_id_0>.",<extra_id_0> Federal Chancellor of Austria <extra_id_1>
138,2018,"In 2018, Steven Naismith plays for <extra_id_0>.",<extra_id_0> Norwich City F.C. <extra_id_1>
139,2018,"In 2018, Dorien Herremans works for <extra_id_0>.",<extra_id_0> Queen Mary University of London <extra_id_1>
140,2018,"In 2018, Joseph Strickland holds the position of <extra_id_0>.",<extra_id_0> diocesan bishop <extra_id_1>
141,2018,"In 2018, Mitchell Johnson plays for <extra_id_0>.",<extra_id_0> Karachi Kings <extra_id_1>
142,2018,"In 2018, Anna Keay works for <extra_id_0>.",<extra_id_0> Landmark Trust <extra_id_1>
143,2018,"In 2018, Tony Renda works for <extra_id_0>.",<extra_id_0> Cincinnati Reds <extra_id_1>
144,2018,"In 2018, Guðni Jóhannesson holds the position of <extra_id_0>.",<extra_id_0> President of Iceland <extra_id_1>
145,2018,"In 2018, David Kaye works for <extra_id_0>.","<extra_id_0> University of California, Irvine <extra_id_1>"
146,2018,"In 2018, <extra_id_0> is the head of the government of Jiangsu.",<extra_id_0> Wu Zhenglong <extra_id_1>
147,2018,"In 2018, Bridget McKenzie holds the position of <extra_id_0>.",<extra_id_0> Member of the Australian Senate <extra_id_1>
148,2018,"In 2018, <extra_id_0> is the head coach of Atlético Madrid.",<extra_id_0> Diego Simeone <extra_id_1>
149,2018,"In 2018, Adam Chicksen plays for <extra_id_0>.",<extra_id_0> Brighton & Hove Albion F.C. <extra_id_1>
150,2018,"In 2018, <extra_id_0> is the head of the government of Cameroon.",<extra_id_0> Philémon Yang <extra_id_1>
151,2018,"In 2018, <extra_id_0> is the head coach of Sporting CP.",<extra_id_0> Marcel Keizer <extra_id_1>
152,2018,"In 2018, The Eagle is owned by <extra_id_0>.",<extra_id_0> Berkshire Hathaway <extra_id_1>
153,2018,"In 2018, <extra_id_0> is the chair of All Progressives Congress.",<extra_id_0> John Odigie Oyegun <extra_id_1>
154,2018,"In 2018, Marcus Bosch works for <extra_id_0>.",<extra_id_0> Staatstheater Nürnberg <extra_id_1>
155,2018,"In 2018, <extra_id_0> is the chair of Gibraltar Socialist Labour Party.",<extra_id_0> Fabian Picardo <extra_id_1>
156,2018,"In 2018, <extra_id_0> is the head of the government of Saudi Arabia.",<extra_id_0> Salman of Saudi Arabia <extra_id_1>
157,2018,"In 2018, Don Bacon holds the position of <extra_id_0>.",<extra_id_0> United States representative <extra_id_1>
158,2018,"In 2018, <extra_id_0> is the head coach of OL Reign.",<extra_id_0> Vlatko Andonovski <extra_id_1>
159,2018,"In 2018, <extra_id_0> is the head coach of PFC Sochi.",<extra_id_0> Aleksandr Tochilin <extra_id_1>
160,2018,"In 2018, Chris Hackett plays for <extra_id_0>.",<extra_id_0> Northampton Town F.C. <extra_id_1>
161,2018,"In 2018, <extra_id_0> is the chair of Association for the Advancement of Artificial Intelligence.",<extra_id_0> Yolanda Gil <extra_id_1>
162,2018,"In 2018, <extra_id_0> is the chair of Associated British Foods.",<extra_id_0> Charles Sinclair <extra_id_1>
163,2018,"In 2018, Havas is owned by <extra_id_0>.",<extra_id_0> Vivendi <extra_id_1>
164,2018,"In 2018, <extra_id_0> is the head of the government of Lyon.",<extra_id_0> Georges Képénékian <extra_id_1>
165,2018,"In 2018, Eduardo da Silva plays for <extra_id_0>.",<extra_id_0> FC Shakhtar Donetsk <extra_id_1>
166,2018,"In 2018, Robert John Reed, Lord Reed holds the position of <extra_id_0>.",<extra_id_0> Deputy President of the Supreme Court of the United Kingdom <extra_id_1>
167,2018,"In 2018, Stade Pierre-Mauroy is owned by <extra_id_0>.",<extra_id_0> Eiffage <extra_id_1>
168,2018,"In 2018, <extra_id_0> is the head coach of Inter Milan.",<extra_id_0> Luciano Spalletti <extra_id_1>
169,2018,"In 2018, <extra_id_0> is the head coach of F.C. Paços de Ferreira.",<extra_id_0> Petit <extra_id_1>
170,2018,"In 2018, <extra_id_0> is the chair of Roman Catholic Archdiocese of Cardiff.",<extra_id_0> George Stack <extra_id_1>
171,2018,"In 2018, Mark Hudson plays for <extra_id_0>.",<extra_id_0> Huddersfield Town A.F.C. <extra_id_1>
172,2018,"In 2018, <extra_id_0> is the head coach of Metec-TKH-Mantel.",<extra_id_0> Robin Chaigneau <extra_id_1>
173,2018,"In 2018, <extra_id_0> is the head coach of Newcastle United F.C..",<extra_id_0> Rafael Benítez <extra_id_1>
174,2018,"In 2018, <extra_id_0> is the head coach of NK Rudeš.",<extra_id_0> Ivan Matić <extra_id_1>
175,2018,"In 2018, Chris Johnson plays for <extra_id_0>.",<extra_id_0> Arizona Cardinals <extra_id_1>
176,2018,"In 2018, Jordi Xuclà is a member of the <extra_id_0>.",<extra_id_0> Catalan European Democratic Party <extra_id_1>
177,2018,"In 2018, Graham Harman works for <extra_id_0>.",<extra_id_0> Southern California Institute of Architecture <extra_id_1>
178,2018,"In 2018, Kawlo Iyun Pacidal is a member of the <extra_id_0>.",<extra_id_0> New Power Party <extra_id_1>
179,2018,"In 2018, Tomohiro Ishikawa is a member of the <extra_id_0>.",<extra_id_0> Constitutional Democratic Party of Japan <extra_id_1>
180,2018,"In 2018, Michael D. Higgins holds the position of <extra_id_0>.",<extra_id_0> President of Ireland <extra_id_1>
181,2018,"In 2018, David Gauke holds the position of <extra_id_0>.",<extra_id_0> Lord Chancellor <extra_id_1>
182,2018,"In 2018, Lomana LuaLua plays for <extra_id_0>.",<extra_id_0> Şanlıurfaspor <extra_id_1>
183,2018,"In 2018, <extra_id_0> is the head coach of Portland Timbers.",<extra_id_0> Giovanni Savarese <extra_id_1>
184,2018,"In 2018, <extra_id_0> is the head of the government of Poznań.",<extra_id_0> Jacek Jaśkowiak <extra_id_1>
185,2018,"In 2018, <extra_id_0> is the head of the government of Kinmen.",<extra_id_0> Chen Fu-hai <extra_id_1>
186,2018,"In 2018, Marcelo plays for <extra_id_0>.",<extra_id_0> Juventus FC <extra_id_1>
187,2018,"In 2018, Ursula Staudinger works for <extra_id_0>.",<extra_id_0> Columbia University <extra_id_1>
188,2018,"In 2018, Rudy Fernández plays for <extra_id_0>.",<extra_id_0> Real Madrid Baloncesto <extra_id_1>
189,2018,"In 2018, <extra_id_0> is the head coach of FC Girondins de Bordeaux.",<extra_id_0> Ricardo Gomes <extra_id_1>
190,2018,"In 2018, <extra_id_0> is the chair of FC Girondins de Bordeaux.",<extra_id_0> Joseph DaGrosa <extra_id_1>
191,2018,"In 2018, Robert Green plays for <extra_id_0>.",<extra_id_0> Queens Park Rangers F.C. <extra_id_1>
192,2018,"In 2018, Gerardo Villanueva Albarrán is a member of the <extra_id_0>.",<extra_id_0> National Regeneration Movement <extra_id_1>
193,2018,"In 2018, Åsane Storsenter is owned by <extra_id_0>.",<extra_id_0> Olav Thon Eiendomsselskap <extra_id_1>
194,2018,"In 2018, Ranil Wickremesinghe holds the position of <extra_id_0>.",<extra_id_0> Prime Minister of Sri Lanka <extra_id_1>
195,2018,"In 2018, Jo Cribb works for <extra_id_0>.",<extra_id_0> Read NZ Te Pou Muramura (formerly the New Zealand Book Council) <extra_id_1>
196,2018,"In 2018, Jay Huff attended <extra_id_0>.",<extra_id_0> University of Virginia <extra_id_1>
197,2018,"In 2018, <extra_id_0> is the head coach of Rayo Vallecano.",<extra_id_0> Miguel Ángel Sánchez Muñoz <extra_id_1>
198,2018,"In 2018, Mia Love holds the position of <extra_id_0>.",<extra_id_0> United States representative <extra_id_1>
199,2018,"In 2018, <extra_id_0> is the chair of University of Tokyo.",<extra_id_0> Makoto Gonokami <extra_id_1>
200,2018,"In 2018, <extra_id_0> is the head coach of Diósgyőri VTK.",<extra_id_0> Fernando Fernández Escribano <extra_id_1>
201,2018,"In 2018, Daniel Diermeier works for <extra_id_0>.",<extra_id_0> University of Chicago <extra_id_1>
202,2018,"In 2018, Marine Le Pen holds the position of <extra_id_0>.",<extra_id_0> chairperson <extra_id_1>
203,2018,"In 2018, Dovre Line is owned by <extra_id_0>.",<extra_id_0> Bane NOR <extra_id_1>
204,2018,"In 2018, Mario Balotelli plays for <extra_id_0>.",<extra_id_0> OGC Nice <extra_id_1>
205,2018,"In 2018, Mark Drakeford holds the position of <extra_id_0>.",<extra_id_0> First Minister of Wales <extra_id_1>
206,2018,"In 2018, <extra_id_0> is the head coach of Sociedad Deportiva Huesca.",<extra_id_0> Francisco Javier Rodríguez Vílchez <extra_id_1>
207,2018,"In 2018, Sajith Premadasa holds the position of <extra_id_0>.","<extra_id_0> Ministry of Construction, Engineering Services, Housing, and Common Amenities <extra_id_1>"
208,2018,"In 2018, Mary E. Northridge works for <extra_id_0>.",<extra_id_0> New York University College of Dentistry <extra_id_1>
209,2018,"In 2018, Robin van Persie plays for <extra_id_0>.",<extra_id_0> Feyenoord <extra_id_1>
210,2018,"In 2018, <extra_id_0> is the head of the government of Canada.",<extra_id_0> Justin Trudeau <extra_id_1>
211,2018,"In 2018, <extra_id_0> is the chair of ITV plc.",<extra_id_0> Peter Bazalgette <extra_id_1>
212,2018,"In 2018, Matt Bors works for <extra_id_0>.",<extra_id_0> The Nib <extra_id_1>
213,2018,"In 2018, Mathieu Gallet works for <extra_id_0>.",<extra_id_0> Radio France <extra_id_1>
214,2018,"In 2018, Bharat Mehra works for <extra_id_0>.","<extra_id_0> University of Tennessee, Knoxville <extra_id_1>"
215,2018,"In 2018, <extra_id_0> is the head of the government of Vienna.",<extra_id_0> Michael Häupl <extra_id_1>
216,2018,"In 2018, Jair Bolsonaro is a member of the <extra_id_0>.",<extra_id_0> Social Christian Party <extra_id_1>
217,2018,"In 2018, <extra_id_0> is the chair of Next plc.",<extra_id_0> Michael Roney <extra_id_1>
218,2018,"In 2018, <extra_id_0> is the chair of Federal Emergency Management Agency.",<extra_id_0> Brock Long <extra_id_1>
219,2018,"In 2018, <extra_id_0> is the head coach of Maccabi Petah Tikva F.C..",<extra_id_0> Elisha Levy <extra_id_1>
220,2018,"In 2018, Sandy Abi-Elias attended <extra_id_0>.",<extra_id_0> University of Bath <extra_id_1>
221,2018,"In 2018, <extra_id_0> is the head coach of FC Viktoria Plzeň.",<extra_id_0> Pavel Vrba <extra_id_1>
222,2018,"In 2018, Self-portrait wearing a white feathered bonnet is owned by <extra_id_0>.",<extra_id_0> National Trust <extra_id_1>
223,2018,"In 2018, Kenneth Clarke holds the position of <extra_id_0>.",<extra_id_0> Father of the House <extra_id_1>
224,2018,"In 2018, Paul Butler holds the position of <extra_id_0>.",<extra_id_0> Bishop of Durham <extra_id_1>
225,2018,"In 2018, <extra_id_0> is the head of the government of New Brunswick.",<extra_id_0> Brian Gallant <extra_id_1>
226,2018,"In 2018, Marta Lewicka works for <extra_id_0>.",<extra_id_0> University of Pittsburgh <extra_id_1>
227,2018,"In 2018, beIN Media Group is owned by <extra_id_0>.",<extra_id_0> beIN Media Group <extra_id_1>
228,2018,"In 2018, Boy and Dog in a Johnnypump is owned by <extra_id_0>.",<extra_id_0> Peter M. Brant <extra_id_1>
229,2018,"In 2018, Joseph F. Dunford, Jr. holds the position of <extra_id_0>.",<extra_id_0> Chairman of the Joint Chiefs of Staff <extra_id_1>
230,2018,"In 2018, Carolyn Abbate works for <extra_id_0>.",<extra_id_0> Harvard University <extra_id_1>
231,2018,"In 2018, Henrikh Mkhitaryan plays for <extra_id_0>.",<extra_id_0> Arsenal F.C. <extra_id_1>
